,0
93,"공감을 불러일으키는 이야기와 서정적이며 사려 깊은 문장, 그리고 그 안에 자리한 뜨거운 문제의식으로 등단 이후 줄곧 폭넓은 독자의 지지와 문학적 조명을 두루 받고 있는 작가 최은영의 첫 장편소설. ‘문화계 프로가 뽑은 차세대 주목할 작가’(동아일보) ‘2016, 2018 소설가들이 뽑은 올해의 소설’(교보문고 주관) ‘독자들이 뽑은 한국문학의 미래가 될 젊은 작가’(예스24) 등 차세대 한국소설을 이끌 작가를 논할 때면 분야를 막론하고 많은 사람들의 머릿속에 가장 선명히 떠오르며 활발한 작품활동을 이어가던 최은영 작가는 2019년, 예정돼 있던 소설 작업을 중단한 채 한차례 숨을 고르며 멈춰 선다. 의욕적으로 소설 작업에 매진하던 작가가 가져야 했던 그 공백은 “다시 쓰는 사람의 세계로 초대받”(‘작가의 말’에서)기까지 보낸 시간이자 소설 속 인물들이 찾아오기를 기다리는 시간이기도 했다.

『밝은 밤』은 그런 작가가 2020년 봄부터 겨울까지 꼬박 일 년 동안 계간 『문학동네』에 연재한 작품을 공들여 다듬은 끝에 선보이는 첫 장편소설로, 「쇼코의 미소」 「한지와 영주」 「모래로 지은 집」 등 긴 호흡으로 이야기를 이끌어가는 중편소설에서 특히 강점을 보여온 작가의 특장이 한껏 발휘된 작품이다. 첫 소설집 『쇼코의 미소』가 출간된 2016년의 한 인터뷰에서 장편 계획을 묻는 질문에 작가는 “엄마나 할머니, 아주 옛날에 이 땅에 살았던 여성들의 이야기를 써보고 싶다는 바람이 있어요”라고 말했던바, 『밝은 밤』은 작가가 오랫동안 마음속에 품어왔던 ‘증조모-할머니-엄마-나’로 이어지는 4대의 삶을 비추며 자연스럽게 백 년의 시간을 관통한다. 증조모에게서 시작되어 ‘나’에게로 이어지는 이야기와 ‘나’에게서 출발해 증조모로 향하며 쓰이는 이야기가 서로를 넘나들며 서서히 그 간격을 메워갈 때, 우리는 사람들의 입을 통해 이야기가 전해진다는 건 서로를 살리고 살아내는 숨이 연쇄되는 과정이기도 하다는 것을, 그리고 그것이 이야기 자체가 가진 본연의 힘이기도 하다는 것을 느끼게 될 것이다. 은은하며 강인한 존재감으로 서서히 주위를 밝게 감싸는 최은영의 소설이 지금 우리에게 도착했다."
94,"“내게는 지난 이 년이 성인이 된 이후 보낸 가장 어려운 시간이었다. 그 시간의 절반 동안은 글을 쓰지 못했고 나머지 시간 동안 『밝은 밤』을 썼다. 그 시기의 나는 사람이 아니었던 것 같은데, 누가 툭 치면 쏟아져내릴 물주머니 같은 것이었는데, 이 소설을 쓰는 일은 그런 내가 다시 내 몸을 얻고, 내 마음을 얻어 한 사람이 되어가는 과정이었다.” _‘작가의 말’에서"
95,"1부 _007
2부 _083
3부 _153
4부 _237
5부 _295

작가의 말 _339"
96,"왜 개새끼라고 하나. 개가 사람한테 너무 잘해줘서 그런 거 아닌가. 아무 조건도 없이 잘해주니까, 때려도 피하지 않고 꼬리를 흔드니까, 복종하니까, 좋아하니까 그걸 도리어 우습게 보고 경멸하는 게 아닐까. 그런 게 사람 아닐까. 나는 그 생각을 하며 개새끼라는 단어를 가만히 내려다봤다. 나 자신이 개새끼 같았다.(13쪽)

마음이라는 것이 꺼내볼 수 있는 몸속 장기라면, 가끔 가슴에 손을 넣어 꺼내서 따뜻한 물로 씻어주고 싶었다. 깨끗하게 씻어서 수건으로 물기를 닦고 해가 잘 들고 바람이 잘 통하는 곳에 널어놓고 싶었다. 그러는... 더보기"
97,"증조할머니, 할머니, 그리고 엄마를 거쳐 내게 도착한 이야기
그렇게 나에게로 삶이 전해지듯 지금의 나도 그들에게 닿을 수 있을까
과거의 무수한 내가 모여 지금의 내가 만들어졌듯
지금의 나 또한 과거의 수많은 나를 만나러 갈 수 있을까

서른두 살의 ‘지연’은 서울에서의 생활을 정리하고 ‘희령’으로 떠난다. 희령 천문대의 연구원 채용공고를 본 건, 바람을 피운 남편과 이혼한 후 한 달이 지났을 무렵이었다. 남편이 자신을 배신했다는 충격에서 쉽사리 헤어나오지 못하는 지연은 도망치다시피 이사를 결심한다. 바닷가의 작은 도시인 ... 더보기"
98,"2021년 대한민국 직장생활과 부동산에 관한 현실을 적나라하게 표현한 하이퍼리얼리즘 스토리.
부동산 카페를 비롯, 각종 커뮤니티에서 크게 화제가 되어 30일 만에 조회수 1,000만을 기록해 주요언론 톱기사를 장식한다. 강제은퇴와 월급노예에 처한 직장인들의 실태, ‘있는 자와 없는 자’로 전국을 양분화한 대한민국 부동산에 얽힌 이야기를 김 부장, 송 과장, 정 대리, 권 사원 등의 생생한 캐릭터를 통해 적나라한 팩션 형태로 풀어내어 ‘2021판 미생’ ‘코인급 중독’이란 별명을 얻었다. 대단한 재미와 공감력을 인정받아 책 출간은 물론이고 웹툰, 드라마 제작까지 진행중이다."
99,
100,"추천의 글
저자의 글

김 부장의 평화로운 일상
판도라의 상자
그놈이…… 건물주라고?
부동산 투자도 잘하는 대기업 부장
올 것이 왔구나
“사장님, 이건 인생에 찾아온 3번의 기회 중 하나예요”
공황 장애
풀썩
대출 이자 지불할 날짜가 다가오고 있다
아내님 손바닥 안
15도, 45도, 90도
안녕히 가십쇼!"
101,"김 부장은 모 대기업에 25년째 근무 중이다. 동갑내기 아내와 서울에서 자가로 살고 있으며 아들도 제법 커서 대학생이다. 연봉은 1억 정도 되며 실수령액은 650~700만 원 정도 된다. 가끔 보너스도 나온다. 주식도 1천만 원 정도 투자하고 있다. 10년째 하고 있지만 크게 재미를 보지는 못했다. 김 부장은 의문이다. 25년간 회사를 다녔는데 내 통장에는 왜 이것뿐이지? ?본인의 씀씀이는 전혀 생각하지 못한다. 불안감을 이기기 위해 또 행복회로를 돌린다. 임원 달지 뭐. 임원 달면 연봉이 두세 배는 될 텐데. -pp.13-14

... 더보기"
102,"★★★★★
“너무너무 재미있다!
단숨에 이 책을 읽었다. 이 작가의 필력은 최고다!”
-브라운스톤(우석)-

30일 만에 커뮤니티 조회수 1,000만
조선일보 1면 톱장식
드라마, 웹툰 제작 확정
브라운스톤(우석), 신사임당, 배우 류수영 추천



평범한 직장인이 매일 아침 ‘한땀한땀’ 써내려간 극사실주의 스토리
온라인 열풍을 넘어 단행본 · 드라마 · 웹툰 제작까지

한 평범한 직장인은 매일 아침 4시 30분에 일어나 글을 써 이를 개인 블로그와 부동산 카페에 올린다. 30일 만에 개인 블로그 조회수는 200만, 커뮤니티 조회... 더보기"
103,"이제 사람들에게 주식투자는 선택이 아닌 필수가 되었다. 사람들의 높은 관심을 반영하듯 매일매일 고수의 투자 기술이 책과 매체를 통해 쏟아지지만 왜 여전히 사람들은 손실을 보고, 투자를 후회하는 것일까? 제대로 된 투자 철학이 선행되지 않는다면 기술은 사람들을 혼란스럽게 만들 뿐 절대 수익이라는 달콤한 열매를 가져다주지 않는다.
이 책은 이제 막 투자를 시작하는 사람들, 투자하고 있지만 확신이 없는 개인 투자자를 위한 ‘첫 주식투자 교과서’이다. 대한민국 주식투자의 살아 있는 전설, 1세대 가치투자자, 부연 설명이 필요 없는 최고의 멘토 에셋플러스자산운용사 강방천 회장과 메리츠증권 존리 대표는 자신들의 지금을 만든 평생의 투자 원칙을 한 권에 압축했다.
주가에 가려진 진짜 가치를 찾는 법, 상식에서 출발해 해석을 더 하는 투자 습관 만들기, 가치 투자자처럼 생각하고 투자하는 법 등 강방천과 존리가 직접 경험하고 실천해 지금의 성공을 만든 투자 원칙을 눌러 담았다. 모두가 당장 눈앞의 수익을 좇느라 투자의 원칙에 소홀할 때가 많다. 누구나 알고 있지만 하지 않고, 가장 쉽지만 가장 어려운 것이 투자의 기본이고 원칙이다. 이 책의 원칙을 지키는 것만으로도 당신은 성공 투자에 한 걸음 더 가까이 다가갈 수 있을 것이다. 투자하는 사람이라면 책장 한 곳에 두고 틈날 때마다 읽고 또 읽어야 할 책이다."
104,
105,"‘드디어 기다리던 책이 나왔구나!’ 저절로 나온 감탄사였다. 왜 좋은 기업과 오래 같이 가야 하는지, 그 실천 방안은 무엇인지 머리에 쏙쏙 들어왔다."
106,"추천사

강방천 프롤로그
존리 프롤로그

제1부 강방천의 주식 수업
: 삶과 소비에 투자 아이디어가 있다

1교시. 위대한 기업의 동반자가 되어라
돈을 잘 버는 데에는 3가지 방법이 있다
투자는 우리의 당연한 권리다
위대한 기업의 주인이 되는 ‘동반자 티켓’
내 꿈을 실현시켜준 위대한 세 동업자
세상의 변화를 ‘두려움’이 아닌 ‘기회로 마주하게 하는 힘

2교시. 기업의 가치에 투자하라
이해하지 못 하는 기업에는 투자하지 않는다
가치가 가격을 결정하고 가격은 가치에 종속된다
가치를 찾는 길은 다양하다, 본질은 자신만의 원칙을 세우는 것
내게 온 준비된 기회, 자본시장 자유화
나는 영원한 가치투자자다
자녀도 가치지향적인 관점으로 키워라

3교시. ‘상식’에서 출발하고 ‘해석’으로 발전시켜라
사실에 근거한 가치를 찾고, 생각을 더해 가치를 판단한다
라디오와 지도에서 탄생한 강방천식 생각법
같은 정보, 다른 해석! 회계학의 매력에 빠지다
하나를 보고 둘을 생각하는 ‘연상 투자’
소문에 길들여지지 말고 생각에 길들여져라
수요가 있으면 경쟁도 있다, 시장은 늘 호황과 불황을 반복한다

4교시. 모든 투자는 결국 ‘관점’이 무기다
관점의 차이가 투자의 승패를 가른다
주가가 아니라 시가총액으로 판단하라
눈속임으로 낮추는 주가에 속지 말자
의심하라, 그리고 다르게 해석하라
보통주보다 우선주를 선호하는 이유
펀드 투자도 관점이 중요하다

5교시. 삶과 소비를 파고들어라
내 지갑은 어디에 열릴까?
소비자의 지갑이 열리는 곳에 가치가 있다
좋은 물건을 구매하는 소비자는 좋은 주식을 고를 수 있다
소비자가 원하는 것은 계속 바뀐다
우리의 생활을 바꾸는 새로운 등장에 주목하자

6교시. 기업의 가치는 움직이는 것이다
정태적 가치 위에 동태적 가치를 더하라
미래의 기업 가치를 찾는 동태적 분석
동태적 분석을 통해 성공한 한국이동통신 사례
투자의 나침반, PER에 대한 다른 해석
투자자라면 갖춰야 할 두 가지 시각, 현미경과 망원경 시각
호황과 불황은 끊임없이 반복된다
호황과 불황에 관계 없는 일등 기업을 찾아라
당신이 투자의 신이 아니라면 분산 투자하라
산업의 크기와 경쟁의 구도를 봐라
경쟁을 즐기는 기업도 있다
새로운 세상에서는 새로운 측정 도구가 필요하다
새로운 세상을 판단할 수 있는 제4의 생산 요소 MDN

7교시. ‘이익의 양’이 아닌 ‘이익의 질’에 주목하라
리조트 사업을 하며 깨달은 ‘이익의 질’
이익의 질을 판단하는 4가지 기준
비즈니스 모델이라는 가치를 다시 깨우치다
강방천식 PER, ‘K-PER’
이익의 확장 가능성 따져보기 상품과 지역의 확장
프리미엄을 부여할 때의 5가지 관점
미래 이익의 두 가지 변수, 미래 수요와 미래 경쟁
재무제표를 통해 미래 이익 분석하기
좋은 주식을 고르기 위한 계단, STEP 5

8교시. 이런 비즈니스 모델에 투자하라
나의 투자를 좌우한 평생의 관점들
첫 번째 키워드, 고객
두 번째 키워드, 삶
세 번째 키워드, 경쟁력
네 번째 키워드, 경험
다섯 번째 키워드, 리더

제2부 존리의 주식 수업
: 모두가 경제로부터 독립하는 그날까지

1교시. 자본가의 사고를 하라
내 인생을 바꾼 새로운 길에 들어서다
자본주의의 본질을 이해한다는 것
두 개의 ‘모자’를 써라
평범한 사람이 부를 이루는 방법
부동산에 대한 집착을 버리자
주식은 하는 것보다 안 하는 것이 더 위험하다
돈을 모르면 돈의 노예가 된다

2교시. 절대 가격이 아니라 가치를 보라
‘절대 주가’는 기업의 가치를 나타내지 못한다, 시가총액이 중요하다
스커더의 펀드매니저가 된 후에야 깨달은 것
주가를 보지 말고 가치를 찾아라
We buy company, not papers
‘지금 팔아야 될까요?’라고 물어보는 사람들에게

3교시. 투자는 ‘시간’과 ‘확신’의 문제다
잊어버리는 것은 나름 효과적인 투자법이다
지금이 아니라 10년 후를 보라
단기 매매로는 절대 돈을 벌 수 없는 이유
10년, 20년 뒤 내가 투자한 기업이 망한다면?
앞으로 어디에서 ‘가치’가 생길까를 묻는다면
테크닉은 다를 수 있어도 철학은 다르지 않다

4교시. 생각의 파괴가 여전히 필요하다
돈을 다루지만 돈에 대해 알지 못하는 사람들
대한민국 모두가 금융문맹에서 벗어날 때까지
한국은 세계 최고의 투자 시장이 될 것이다
테슬라의 배터리데이를 보면서
아이들을 ‘박스’에서 꺼내야 한다
자녀의 미래와 자신의 노후를 한번에 준비하는 법

5교시. 소비를 투자로 바꿔라
평생 쓰기만 한 사람은 모으는 사람을 이길 수 없다
Pay yourself first!
하루 만 원의 소비를 투자로 바꿔보자
절대 빚내서 투자하지 마라
연금만큼은 꼭 이해하고 활용하라

6교시. 단계를 따르고, 분산 투자하라
실패가 두렵다면 단계별로 시작하자
초보 투자자가 펀드를 잘 고르는 법
펀드와 투자에 대한 갖가지 오해들
초보자라면 이렇게 분산 투자하라
한 살이라도 어릴 때 지금 바로 시작하라

7교시. ‘내가 갖고 싶은 기업’을 사라
나에게 좋은 기업은 다른 사람에게도 마찬가지다
초점은 ‘갖고 싶은 기업’에 있다
갖고 싶은 기업이 있을 때 반드시 따져봐야 할 것들
회사의 진가를 파악하기 위한 방법
외국 자본을 투자 기준으로 삼아도 될까?
사례로 보는 투자 전략, 이런 기업에 투자하라!

8교시. 주식은 ‘안 파는 것’이 기술이다
주식은 사는 기술만 알면 된다
절대 ‘마켓 타이밍’을 맞추려고 하지 마라
손절매를 하지 마라
목표 가격이 되었다고 무조건 팔지 마라
주식은 이럴 때만 파는 것이다

권말부록 강방천&존리가 말하는 주식시장의 미래
: 대한민국 자본시장, 무엇이 어떻게 바뀌어야 할까?"
107,"세상에서 제일 쉬운 주식투자 입문 수업
이야기와 일러스트로 술술 읽는 고수의 투자 원칙
바야흐로 투자의 시대가 열렸다. 많은 사람이 주식 계좌를 만들고, 고수의 투자 기술을 따라 하지만 모두가 수익을 내진 못한다. 주식의 수익보다 선행되어야 하는 것은 투자의 철학과 원칙이다. 강방천 회장과 존리 대표는 현재 투자가 아닌 투기를 하는 사람들에게 진정한 투자 철학과 원칙을 전달하기 위해 그동안 강연과 미디어에서 전파한 평생의 투자 원칙을 8개의 수업으로 정리했다. 청소년부터 노인까지 대한민국 모두가 투자의 핵심을 이해하고 배웠으면 ... 더보기"
